Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"selectOptionByLabel(findTestObject(""Amazon_ValidateSearchFieldItem_OR/Page_Online Shopping site in India Shop Onl_10c5f3/select_All Categories        Alexa Skills  _59be89""), category, true)",Edge Chromium 134.0.3124.72,,,20-03-2025 11:17:34,20-03-2025 11:17:40,5.907s,PASSED
"setText(findTestObject(""Object Repository/Amazon_ValidateSearchFieldItem_OR/Page_Online Shopping site in India Shop Onl_10c5f3/input_Search Amazon.in_field-keywords""), item)",Edge Chromium 134.0.3124.72,,,20-03-2025 11:17:40,20-03-2025 11:17:41,0.781s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidateSearchFieldItem_OR/Page_Online Shopping site in India Shop Onl_10c5f3/input_Search Amazon.in_nav-search-submit-button""))",Edge Chromium 134.0.3124.72,,,20-03-2025 11:17:41,20-03-2025 11:17:51,10.280s,PASSED
closeBrowser(),Edge Chromium 134.0.3124.72,,,20-03-2025 11:17:51,20-03-2025 11:17:53,1.725s,PASSED
,,,,,,,
Test Cases/TC_Amazon_ValidateSearchFieldItem_003,Edge Chromium 134.0.3124.72,,,20-03-2025 11:17:53,20-03-2025 11:18:29,35.901s,PASSED
"DATA BINDING - {""item"":""physical gift cards"",""category"":""Gift Cards""}",,,,,,,
"openBrowser("""")",Edge Chromium 134.0.3124.72,,,20-03-2025 11:17:53,20-03-2025 11:17:56,3.399s,PASSED
"navigateToUrl(""https://www.amazon.in/"")",Edge Chromium 134.0.3124.72,,,20-03-2025 11:17:56,20-03-2025 11:18:06,9.423s,PASSED
"selectOptionByLabel(findTestObject(""Amazon_ValidateSearchFieldItem_OR/Page_Online Shopping site in India Shop Onl_10c5f3/select_All Categories        Alexa Skills  _59be89""), category, true)",Edge Chromium 134.0.3124.72,,,20-03-2025 11:18:06,20-03-2025 11:18:12,6.216s,PASSED
"setText(findTestObject(""Object Repository/Amazon_ValidateSearchFieldItem_OR/Page_Online Shopping site in India Shop Onl_10c5f3/input_Search Amazon.in_field-keywords""), item)",Edge Chromium 134.0.3124.72,,,20-03-2025 11:18:12,20-03-2025 11:18:17,4.884s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidateSearchFieldItem_OR/Page_Online Shopping site in India Shop Onl_10c5f3/input_Search Amazon.in_nav-search-submit-button""))",Edge Chromium 134.0.3124.72,,,20-03-2025 11:18:17,20-03-2025 11:18:27,10.466s,PASSED
closeBrowser(),Edge Chromium 134.0.3124.72,,,20-03-2025 11:18:27,20-03-2025 11:18:29,1.490s,PASSED
,,,,,,,
Test Cases/TC_Amazon_ValidateSearchFieldItem_003,Edge Chromium 134.0.3124.72,,,20-03-2025 11:18:29,20-03-2025 11:18:53,23.886s,PASSED
"DATA BINDING - {""item"":""organic foods"",""category"":""Grocery \u0026 Gourmet Foods""}",,,,,,,
"openBrowser("""")",Edge Chromium 134.0.3124.72,,,20-03-2025 11:18:29,20-03-2025 11:18:32,3.481s,PASSED
"navigateToUrl(""https://www.amazon.in/"")",Edge Chromium 134.0.3124.72,,,20-03-2025 11:18:32,20-03-2025 11:18:37,4.449s,PASSED
"selectOptionByLabel(findTestObject(""Amazon_ValidateSearchFieldItem_OR/Page_Online Shopping site in India Shop Onl_10c5f3/select_All Categories        Alexa Skills  _59be89""), category, true)",Edge Chromium 134.0.3124.72,,,20-03-2025 11:18:37,20-03-2025 11:18:43,6.077s,PASSED
"setText(findTestObject(""Object Repository/Amazon_ValidateSearchFieldItem_OR/Page_Online Shopping site in India Shop Onl_10c5f3/input_Search Amazon.in_field-keywords""), item)",Edge Chromium 134.0.3124.72,,,20-03-2025 11:18:43,20-03-2025 11:18:44,1.505s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidateSearchFieldItem_OR/Page_Online Shopping site in India Shop Onl_10c5f3/input_Search Amazon.in_nav-search-submit-button""))",Edge Chromium 134.0.3124.72,,,20-03-2025 11:18:44,20-03-2025 11:18:51,6.874s,PASSED
closeBrowser(),Edge Chromium 134.0.3124.72,,,20-03-2025 11:18:51,20-03-2025 11:18:53,1.445s,PASSED
,,,,,,,
Test Cases/TC_Amazon_ValidateSearchFieldItem_003,Edge Chromium 134.0.3124.72,,,20-03-2025 11:18:53,20-03-2025 11:19:20,27.225s,PASSED
"DATA BINDING - {""item"":""first aid kits"",""category"":""Health \u0026 Personal Care""}",,,,,,,
"openBrowser("""")",Edge Chromium 134.0.3124.72,,,20-03-2025 11:18:53,20-03-2025 11:18:56,3.353s,PASSED
"navigateToUrl(""https://www.amazon.in/"")",Edge Chromium 134.0.3124.72,,,20-03-2025 11:18:56,20-03-2025 11:19:06,9.644s,PASSED
"selectOptionByLabel(findTestObject(""Amazon_ValidateSearchFieldItem_OR/Page_Online Shopping site in India Shop Onl_10c5f3/select_All Categories        Alexa Skills  _59be89""), category, true)",Edge Chromium 134.0.3124.72,,,20-03-2025 11:19:06,20-03-2025 11:19:12,5.961s,PASSED
"setText(findTestObject(""Object Repository/Amazon_ValidateSearchFieldItem_OR/Page_Online Shopping site in India Shop Onl_10c5f3/input_Search Amazon.in_field-keywords""), item)",Edge Chromium 134.0.3124.72,,,20-03-2025 11:19:12,20-03-2025 11:19:13,0.995s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidateSearchFieldItem_OR/Page_Online Shopping site in India Shop Onl_10c5f3/input_Search Amazon.in_nav-search-submit-button""))",Edge Chromium 134.0.3124.72,,,20-03-2025 11:19:13,20-03-2025 11:19:18,5.661s,PASSED
closeBrowser(),Edge Chromium 134.0.3124.72,,,20-03-2025 11:19:18,20-03-2025 11:19:20,1.586s,PASSED
,,,,,,,
Test Cases/TC_Amazon_ValidateSearchFieldItem_003,Edge Chromium 134.0.3124.72,,,20-03-2025 11:19:20,20-03-2025 11:19:45,25.171s,PASSED
"DATA BINDING - {""item"":""Cookware"",""category"":""Home \u0026 Kitchen""}",,,,,,,
"openBrowser("""")",Edge Chromium 134.0.3124.72,,,20-03-2025 11:19:20,20-03-2025 11:19:23,3.114s,PASSED
"navigateToUrl(""https://www.amazon.in/"")",Edge Chromium 134.0.3124.72,,,20-03-2025 11:19:23,20-03-2025 11:19:31,7.690s,PASSED
"selectOptionByLabel(findTestObject(""Amazon_ValidateSearchFieldItem_OR/Page_Online Shopping site in India Shop Onl_10c5f3/select_All Categories        Alexa Skills  _59be89""), category, true)",Edge Chromium 134.0.3124.72,,,20-03-2025 11:19:31,20-03-2025 11:19:38,6.775s,PASSED
"setText(findTestObject(""Object Repository/Amazon_ValidateSearchFieldItem_OR/Page_Online Shopping site in India Shop Onl_10c5f3/input_Search Amazon.in_field-keywords""), item)",Edge Chromium 134.0.3124.72,,,20-03-2025 11:19:38,20-03-2025 11:19:39,0.994s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidateSearchFieldItem_OR/Page_Online Shopping site in India Shop Onl_10c5f3/input_Search Amazon.in_nav-search-submit-button""))",Edge Chromium 134.0.3124.72,,,20-03-2025 11:19:39,20-03-2025 11:19:43,4.908s,PASSED
closeBrowser(),Edge Chromium 134.0.3124.72,,,20-03-2025 11:19:43,20-03-2025 11:19:45,1.663s,PASSED
,,,,,,,
Test Cases/TC_Amazon_ValidateSearchFieldItem_003,Edge Chromium 134.0.3124.72,,,20-03-2025 11:19:45,20-03-2025 11:20:12,27.292s,PASSED
"DATA BINDING - {""item"":""measuring tools"",""category"":""Industrial \u0026 Scientific""}",,,,,,,
"openBrowser("""")",Edge Chromium 134.0.3124.72,,,20-03-2025 11:19:45,20-03-2025 11:19:49,3.414s,PASSED
"navigateToUrl(""https://www.amazon.in/"")",Edge Chromium 134.0.3124.72,,,20-03-2025 11:19:49,20-03-2025 11:19:52,3.426s,PASSED
"selectOptionByLabel(findTestObject(""Amazon_ValidateSearchFieldItem_OR/Page_Online Shopping site in India Shop Onl_10c5f3/select_All Categories        Alexa Skills  _59be89""), category, true)",Edge Chromium 134.0.3124.72,,,20-03-2025 11:19:52,20-03-2025 11:19:59,6.693s,PASSED
"setText(findTestObject(""Object Repository/Amazon_ValidateSearchFieldItem_OR/Page_Online Shopping site in India Shop Onl_10c5f3/input_Search Amazon.in_field-keywords""), item)",Edge Chromium 134.0.3124.72,,,20-03-2025 11:19:59,20-03-2025 11:20:02,2.907s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidateSearchFieldItem_OR/Page_Online Shopping site in India Shop Onl_10c5f3/input_Search Amazon.in_nav-search-submit-button""))",Edge Chromium 134.0.3124.72,,,20-03-2025 11:20:02,20-03-2025 11:20:11,9.312s,PASSED
closeBrowser(),Edge Chromium 134.0.3124.72,,,20-03-2025 11:20:11,20-03-2025 11:20:12,1.517s,PASSED
,,,,,,,
Test Cases/TC_Amazon_ValidateSearchFieldItem_003,Edge Chromium 134.0.3124.72,,,20-03-2025 11:20:12,20-03-2025 11:20:42,29.353s,PASSED
"DATA BINDING - {""item"":""earring"",""category"":""Jewellery""}",,,,,,,
"openBrowser("""")",Edge Chromium 134.0.3124.72,,,20-03-2025 11:20:12,20-03-2025 11:20:16,3.142s,PASSED
"navigateToUrl(""https://www.amazon.in/"")",Edge Chromium 134.0.3124.72,,,20-03-2025 11:20:16,20-03-2025 11:20:21,5.435s,PASSED
"selectOptionByLabel(findTestObject(""Amazon_ValidateSearchFieldItem_OR/Page_Online Shopping site in India Shop Onl_10c5f3/select_All Categories        Alexa Skills  _59be89""), category, true)",Edge Chromium 134.0.3124.72,,,20-03-2025 11:20:21,20-03-2025 11:20:26,4.819s,PASSED
"setText(findTestObject(""Object Repository/Amazon_ValidateSearchFieldItem_OR/Page_Online Shopping site in India Shop Onl_10c5f3/input_Search Amazon.in_field-keywords""), item)",Edge Chromium 134.0.3124.72,,,20-03-2025 11:20:26,20-03-2025 11:20:27,1.539s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidateSearchFieldItem_OR/Page_Online Shopping site in India Shop Onl_10c5f3/input_Search Amazon.in_nav-search-submit-button""))",Edge Chromium 134.0.3124.72,,,20-03-2025 11:20:27,20-03-2025 11:20:40,12.627s,PASSED
closeBrowser(),Edge Chromium 134.0.3124.72,,,20-03-2025 11:20:40,20-03-2025 11:20:42,1.765s,PASSED
,,,,,,,
Test Cases/TC_Amazon_ValidateSearchFieldItem_003,Edge Chromium 134.0.3124.72,,,20-03-2025 11:20:42,20-03-2025 11:21:07,25.109s,PASSED
"DATA BINDING - {""item"":""magazines"",""category"":""Kindle Store""}",,,,,,,
"openBrowser("""")",Edge Chromium 134.0.3124.72,,,20-03-2025 11:20:42,20-03-2025 11:20:45,3.445s,PASSED
"navigateToUrl(""https://www.amazon.in/"")",Edge Chromium 134.0.3124.72,,,20-03-2025 11:20:45,20-03-2025 11:20:51,5.898s,PASSED
"selectOptionByLabel(findTestObject(""Amazon_ValidateSearchFieldItem_OR/Page_Online Shopping site in India Shop Onl_10c5f3/select_All Categories        Alexa Skills  _59be89""), category, true)",Edge Chromium 134.0.3124.72,,,20-03-2025 11:20:51,20-03-2025 11:20:56,4.776s,PASSED
"setText(findTestObject(""Object Repository/Amazon_ValidateSearchFieldItem_OR/Page_Online Shopping site in India Shop Onl_10c5f3/input_Search Amazon.in_field-keywords""), item)",Edge Chromium 134.0.3124.72,,,20-03-2025 11:20:56,20-03-2025 11:20:57,0.999s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidateSearchFieldItem_OR/Page_Online Shopping site in India Shop Onl_10c5f3/input_Search Amazon.in_nav-search-submit-button""))",Edge Chromium 134.0.3124.72,,,20-03-2025 11:20:57,20-03-2025 11:21:05,8.399s,PASSED
closeBrowser(),Edge Chromium 134.0.3124.72,,,20-03-2025 11:21:05,20-03-2025 11:21:07,1.571s,PASSED
,,,,,,,
Test Cases/TC_Amazon_ValidateSearchFieldItem_003,Edge Chromium 134.0.3124.72,,,20-03-2025 11:21:07,20-03-2025 11:22:41,1m - 33.707s,PASSED
"DATA BINDING - {""item"":""wallets"",""category"":""Luggage \u0026 Bags""}",,,,,,,
"openBrowser("""")",Edge Chromium 134.0.3124.72,,,20-03-2025 11:21:07,20-03-2025 11:21:10,3.449s,PASSED
"navigateToUrl(""https://www.amazon.in/"")",Edge Chromium 134.0.3124.72,,,20-03-2025 11:21:10,20-03-2025 11:21:48,37.038s,PASSED
"selectOptionByLabel(findTestObject(""Amazon_ValidateSearchFieldItem_OR/Page_Online Shopping site in India Shop Onl_10c5f3/select_All Categories        Alexa Skills  _59be89""), category, true)",Edge Chromium 134.0.3124.72,,,20-03-2025 11:21:48,20-03-2025 11:22:03,15.171s,PASSED
"setText(findTestObject(""Object Repository/Amazon_ValidateSearchFieldItem_OR/Page_Online Shopping site in India Shop Onl_10c5f3/input_Search Amazon.in_field-keywords""), item)",Edge Chromium 134.0.3124.72,,,20-03-2025 11:22:03,20-03-2025 11:22:05,1.966s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidateSearchFieldItem_OR/Page_Online Shopping site in India Shop Onl_10c5f3/input_Search Amazon.in_nav-search-submit-button""))",Edge Chromium 134.0.3124.72,,,20-03-2025 11:22:05,20-03-2025 11:22:39,34.467s,PASSED
closeBrowser(),Edge Chromium 134.0.3124.72,,,20-03-2025 11:22:39,20-03-2025 11:22:41,1.598s,PASSED
,,,,,,,
Test Cases/TC_Amazon_ValidateSearchFieldItem_003,Edge Chromium 134.0.3124.72,,,20-03-2025 11:22:41,20-03-2025 11:23:56,1m - 15.469s,PASSED
"DATA BINDING - {""item"":""Luxury skincare"",""category"":""Luxury Beauty""}",,,,,,,
"openBrowser("""")",Edge Chromium 134.0.3124.72,,,20-03-2025 11:22:41,20-03-2025 11:22:44,3.424s,PASSED
"navigateToUrl(""https://www.amazon.in/"")",Edge Chromium 134.0.3124.72,,,20-03-2025 11:22:44,20-03-2025 11:23:11,26.890s,PASSED
"selectOptionByLabel(findTestObject(""Amazon_ValidateSearchFieldItem_OR/Page_Online Shopping site in India Shop Onl_10c5f3/select_All Categories        Alexa Skills  _59be89""), category, true)",Edge Chromium 134.0.3124.72,,,20-03-2025 11:23:11,20-03-2025 11:23:31,19.864s,PASSED
"setText(findTestObject(""Object Repository/Amazon_ValidateSearchFieldItem_OR/Page_Online Shopping site in India Shop Onl_10c5f3/input_Search Amazon.in_field-keywords""), item)",Edge Chromium 134.0.3124.72,,,20-03-2025 11:23:31,20-03-2025 11:23:39,7.880s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidateSearchFieldItem_OR/Page_Online Shopping site in India Shop Onl_10c5f3/input_Search Amazon.in_nav-search-submit-button""))",Edge Chromium 134.0.3124.72,,,20-03-2025 11:23:39,20-03-2025 11:23:55,15.771s,PASSED
closeBrowser(),Edge Chromium 134.0.3124.72,,,20-03-2025 11:23:55,20-03-2025 11:23:56,1.624s,PASSED
,,,,,,,
Test Cases/TC_Amazon_ValidateSearchFieldItem_003,Edge Chromium 134.0.3124.72,,,20-03-2025 11:23:56,20-03-2025 11:24:23,27.105s,PASSED
"DATA BINDING - {""item"":""Blu-rays"",""category"":""Movies \u0026 TV Shows""}",,,,,,,
"openBrowser("""")",Edge Chromium 134.0.3124.72,,,20-03-2025 11:23:56,20-03-2025 11:23:59,3.104s,PASSED
"navigateToUrl(""https://www.amazon.in/"")",Edge Chromium 134.0.3124.72,,,20-03-2025 11:23:59,20-03-2025 11:24:03,3.266s,PASSED
"selectOptionByLabel(findTestObject(""Amazon_ValidateSearchFieldItem_OR/Page_Online Shopping site in India Shop Onl_10c5f3/select_All Categories        Alexa Skills  _59be89""), category, true)",Edge Chromium 134.0.3124.72,,,20-03-2025 11:24:03,20-03-2025 11:24:09,6.414s,PASSED
"setText(findTestObject(""Object Repository/Amazon_ValidateSearchFieldItem_OR/Page_Online Shopping site in India Shop Onl_10c5f3/input_Search Amazon.in_field-keywords""), item)",Edge Chromium 134.0.3124.72,,,20-03-2025 11:24:09,20-03-2025 11:24:10,0.862s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidateSearchFieldItem_OR/Page_Online Shopping site in India Shop Onl_10c5f3/input_Search Amazon.in_nav-search-submit-button""))",Edge Chromium 134.0.3124.72,,,20-03-2025 11:24:10,20-03-2025 11:24:20,10.284s,PASSED
closeBrowser(),Edge Chromium 134.0.3124.72,,,20-03-2025 11:24:20,20-03-2025 11:24:23,3.156s,PASSED
,,,,,,,
Test Cases/TC_Amazon_ValidateSearchFieldItem_003,Edge Chromium 134.0.3124.72,,,20-03-2025 11:24:23,20-03-2025 11:24:44,20.238s,PASSED
"DATA BINDING - {""item"":""popular songs"",""category"":""MP3 Music""}",,,,,,,
"openBrowser("""")",Edge Chromium 134.0.3124.72,,,20-03-2025 11:24:23,20-03-2025 11:24:27,3.385s,PASSED
"navigateToUrl(""https://www.amazon.in/"")",Edge Chromium 134.0.3124.72,,,20-03-2025 11:24:27,20-03-2025 11:24:30,2.794s,PASSED
"selectOptionByLabel(findTestObject(""Amazon_ValidateSearchFieldItem_OR/Page_Online Shopping site in India Shop Onl_10c5f3/select_All Categories        Alexa Skills  _59be89""), category, true)",Edge Chromium 134.0.3124.72,,,20-03-2025 11:24:30,20-03-2025 11:24:36,6.264s,PASSED
"setText(findTestObject(""Object Repository/Amazon_ValidateSearchFieldItem_OR/Page_Online Shopping site in India Shop Onl_10c5f3/input_Search Amazon.in_field-keywords""), item)",Edge Chromium 134.0.3124.72,,,20-03-2025 11:24:36,20-03-2025 11:24:37,0.887s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidateSearchFieldItem_OR/Page_Online Shopping site in India Shop Onl_10c5f3/input_Search Amazon.in_nav-search-submit-button""))",Edge Chromium 134.0.3124.72,,,20-03-2025 11:24:37,20-03-2025 11:24:42,5.350s,PASSED
closeBrowser(),Edge Chromium 134.0.3124.72,,,20-03-2025 11:24:42,20-03-2025 11:24:44,1.544s,PASSED
,,,,,,,
Test Cases/TC_Amazon_ValidateSearchFieldItem_003,Edge Chromium 134.0.3124.72,,,20-03-2025 11:24:44,20-03-2025 11:25:03,19.802s,PASSED
"DATA BINDING - {""item"":""vinyl records"",""category"":""Music""}",,,,,,,
"openBrowser("""")",Edge Chromium 134.0.3124.72,,,20-03-2025 11:24:44,20-03-2025 11:24:47,3.053s,PASSED
"navigateToUrl(""https://www.amazon.in/"")",Edge Chromium 134.0.3124.72,,,20-03-2025 11:24:47,20-03-2025 11:24:52,5.326s,PASSED
"selectOptionByLabel(findTestObject(""Amazon_ValidateSearchFieldItem_OR/Page_Online Shopping site in India Shop Onl_10c5f3/select_All Categories        Alexa Skills  _59be89""), category, true)",Edge Chromium 134.0.3124.72,,,20-03-2025 11:24:52,20-03-2025 11:24:57,4.726s,PASSED
"setText(findTestObject(""Object Repository/Amazon_ValidateSearchFieldItem_OR/Page_Online Shopping site in India Shop Onl_10c5f3/input_Search Amazon.in_field-keywords""), item)",Edge Chromium 134.0.3124.72,,,20-03-2025 11:24:57,20-03-2025 11:24:58,0.988s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidateSearchFieldItem_OR/Page_Online Shopping site in India Shop Onl_10c5f3/input_Search Amazon.in_nav-search-submit-button""))",Edge Chromium 134.0.3124.72,,,20-03-2025 11:24:58,20-03-2025 11:25:02,4.118s,PASSED
closeBrowser(),Edge Chromium 134.0.3124.72,,,20-03-2025 11:25:02,20-03-2025 11:25:03,1.575s,PASSED
,,,,,,,
Test Cases/TC_Amazon_ValidateSearchFieldItem_003,Edge Chromium 134.0.3124.72,,,20-03-2025 11:25:04,20-03-2025 11:25:39,35.763s,PASSED
"DATA BINDING - {""item"":""Guitars"",""category"":""Musical Instruments""}",,,,,,,
"openBrowser("""")",Edge Chromium 134.0.3124.72,,,20-03-2025 11:25:04,20-03-2025 11:25:07,3.115s,PASSED
"navigateToUrl(""https://www.amazon.in/"")",Edge Chromium 134.0.3124.72,,,20-03-2025 11:25:07,20-03-2025 11:25:11,4.779s,PASSED
"selectOptionByLabel(findTestObject(""Amazon_ValidateSearchFieldItem_OR/Page_Online Shopping site in India Shop Onl_10c5f3/select_All Categories        Alexa Skills  _59be89""), category, true)",Edge Chromium 134.0.3124.72,,,20-03-2025 11:25:11,20-03-2025 11:25:18,6.380s,PASSED
"setText(findTestObject(""Object Repository/Amazon_ValidateSearchFieldItem_OR/Page_Online Shopping site in India Shop Onl_10c5f3/input_Search Amazon.in_field-keywords""), item)",Edge Chromium 134.0.3124.72,,,20-03-2025 11:25:18,20-03-2025 11:25:20,1.904s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidateSearchFieldItem_OR/Page_Online Shopping site in India Shop Onl_10c5f3/input_Search Amazon.in_nav-search-submit-button""))",Edge Chromium 134.0.3124.72,,,20-03-2025 11:25:20,20-03-2025 11:25:38,17.982s,PASSED
closeBrowser(),Edge Chromium 134.0.3124.72,,,20-03-2025 11:25:38,20-03-2025 11:25:39,1.585s,PASSED
,,,,,,,
Test Cases/TC_Amazon_ValidateSearchFieldItem_003,Edge Chromium 134.0.3124.72,,,20-03-2025 11:25:39,20-03-2025 11:26:05,25.653s,PASSED
"DATA BINDING - {""item"":""office chairs"",""category"":""Office Products""}",,,,,,,
"openBrowser("""")",Edge Chromium 134.0.3124.72,,,20-03-2025 11:25:39,20-03-2025 11:25:43,3.450s,PASSED
"navigateToUrl(""https://www.amazon.in/"")",Edge Chromium 134.0.3124.72,,,20-03-2025 11:25:43,20-03-2025 11:25:46,2.932s,PASSED
"selectOptionByLabel(findTestObject(""Amazon_ValidateSearchFieldItem_OR/Page_Online Shopping site in India Shop Onl_10c5f3/select_All Categories        Alexa Skills  _59be89""), category, true)",Edge Chromium 134.0.3124.72,,,20-03-2025 11:25:46,20-03-2025 11:25:52,6.281s,PASSED
"setText(findTestObject(""Object Repository/Amazon_ValidateSearchFieldItem_OR/Page_Online Shopping site in India Shop Onl_10c5f3/input_Search Amazon.in_field-keywords""), item)",Edge Chromium 134.0.3124.72,,,20-03-2025 11:25:52,20-03-2025 11:25:53,1.189s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidateSearchFieldItem_OR/Page_Online Shopping site in India Shop Onl_10c5f3/input_Search Amazon.in_nav-search-submit-button""))",Edge Chromium 134.0.3124.72,,,20-03-2025 11:25:53,20-03-2025 11:26:02,8.391s,PASSED
closeBrowser(),Edge Chromium 134.0.3124.72,,,20-03-2025 11:26:02,20-03-2025 11:26:05,3.393s,PASSED
,,,,,,,
Test Cases/TC_Amazon_ValidateSearchFieldItem_003,Edge Chromium 134.0.3124.72,,,20-03-2025 11:26:05,20-03-2025 11:26:26,21.190s,PASSED
"DATA BINDING - {""item"":""pet food"",""category"":""Pet Supplies""}",,,,,,,
"openBrowser("""")",Edge Chromium 134.0.3124.72,,,20-03-2025 11:26:05,20-03-2025 11:26:08,3.148s,PASSED
"navigateToUrl(""https://www.amazon.in/"")",Edge Chromium 134.0.3124.72,,,20-03-2025 11:26:08,20-03-2025 11:26:14,5.568s,PASSED
"selectOptionByLabel(findTestObject(""Amazon_ValidateSearchFieldItem_OR/Page_Online Shopping site in India Shop Onl_10c5f3/select_All Categories        Alexa Skills  _59be89""), category, true)",Edge Chromium 134.0.3124.72,,,20-03-2025 11:26:14,20-03-2025 11:26:19,4.791s,PASSED
"setText(findTestObject(""Object Repository/Amazon_ValidateSearchFieldItem_OR/Page_Online Shopping site in India Shop Onl_10c5f3/input_Search Amazon.in_field-keywords""), item)",Edge Chromium 134.0.3124.72,,,20-03-2025 11:26:19,20-03-2025 11:26:20,0.961s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidateSearchFieldItem_OR/Page_Online Shopping site in India Shop Onl_10c5f3/input_Search Amazon.in_nav-search-submit-button""))",Edge Chromium 134.0.3124.72,,,20-03-2025 11:26:20,20-03-2025 11:26:25,5.081s,PASSED
closeBrowser(),Edge Chromium 134.0.3124.72,,,20-03-2025 11:26:25,20-03-2025 11:26:26,1.610s,PASSED
,,,,,,,
Test Cases/TC_Amazon_ValidateSearchFieldItem_003,Edge Chromium 134.0.3124.72,,,20-03-2025 11:26:26,20-03-2025 11:26:48,21.453s,PASSED
"DATA BINDING - {""item"":""documentries"",""category"":""Prime Video""}",,,,,,,
"openBrowser("""")",Edge Chromium 134.0.3124.72,,,20-03-2025 11:26:26,20-03-2025 11:26:30,3.359s,PASSED
"navigateToUrl(""https://www.amazon.in/"")",Edge Chromium 134.0.3124.72,,,20-03-2025 11:26:30,20-03-2025 11:26:36,5.992s,PASSED
"selectOptionByLabel(findTestObject(""Amazon_ValidateSearchFieldItem_OR/Page_Online Shopping site in India Shop Onl_10c5f3/select_All Categories        Alexa Skills  _59be89""), category, true)",Edge Chromium 134.0.3124.72,,,20-03-2025 11:26:36,20-03-2025 11:26:41,5.412s,PASSED
"setText(findTestObject(""Object Repository/Amazon_ValidateSearchFieldItem_OR/Page_Online Shopping site in India Shop Onl_10c5f3/input_Search Amazon.in_field-keywords""), item)",Edge Chromium 134.0.3124.72,,,20-03-2025 11:26:41,20-03-2025 11:26:43,1.547s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidateSearchFieldItem_OR/Page_Online Shopping site in India Shop Onl_10c5f3/input_Search Amazon.in_nav-search-submit-button""))",Edge Chromium 134.0.3124.72,,,20-03-2025 11:26:43,20-03-2025 11:26:46,3.507s,PASSED
closeBrowser(),Edge Chromium 134.0.3124.72,,,20-03-2025 11:26:46,20-03-2025 11:26:48,1.614s,PASSED
,,,,,,,
Test Cases/TC_Amazon_ValidateSearchFieldItem_003,Edge Chromium 134.0.3124.72,,,20-03-2025 11:26:48,20-03-2025 11:27:14,26.041s,PASSED
"DATA BINDING - {""item"":""sneakers"",""category"":""Shoes \u0026 Handbags""}",,,,,,,
"openBrowser("""")",Edge Chromium 134.0.3124.72,,,20-03-2025 11:26:48,20-03-2025 11:26:51,3.433s,PASSED
"navigateToUrl(""https://www.amazon.in/"")",Edge Chromium 134.0.3124.72,,,20-03-2025 11:26:51,20-03-2025 11:26:59,7.665s,PASSED
"selectOptionByLabel(findTestObject(""Amazon_ValidateSearchFieldItem_OR/Page_Online Shopping site in India Shop Onl_10c5f3/select_All Categories        Alexa Skills  _59be89""), category, true)",Edge Chromium 134.0.3124.72,,,20-03-2025 11:26:59,20-03-2025 11:27:05,6.455s,PASSED
"setText(findTestObject(""Object Repository/Amazon_ValidateSearchFieldItem_OR/Page_Online Shopping site in India Shop Onl_10c5f3/input_Search Amazon.in_field-keywords""), item)",Edge Chromium 134.0.3124.72,,,20-03-2025 11:27:05,20-03-2025 11:27:07,1.585s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidateSearchFieldItem_OR/Page_Online Shopping site in India Shop Onl_10c5f3/input_Search Amazon.in_nav-search-submit-button""))",Edge Chromium 134.0.3124.72,,,20-03-2025 11:27:07,20-03-2025 11:27:12,5.323s,PASSED
closeBrowser(),Edge Chromium 134.0.3124.72,,,20-03-2025 11:27:12,20-03-2025 11:27:14,1.563s,PASSED
,,,,,,,
Test Cases/TC_Amazon_ValidateSearchFieldItem_003,Edge Chromium 134.0.3124.72,,,20-03-2025 11:27:14,20-03-2025 11:27:45,30.736s,PASSED
"DATA BINDING - {""item"":""antivirus programs"",""category"":""Software""}",,,,,,,
"openBrowser("""")",Edge Chromium 134.0.3124.72,,,20-03-2025 11:27:14,20-03-2025 11:27:17,3.408s,PASSED
"navigateToUrl(""https://www.amazon.in/"")",Edge Chromium 134.0.3124.72,,,20-03-2025 11:27:17,20-03-2025 11:27:24,6.556s,PASSED
"selectOptionByLabel(findTestObject(""Amazon_ValidateSearchFieldItem_OR/Page_Online Shopping site in India Shop Onl_10c5f3/select_All Categories        Alexa Skills  _59be89""), category, true)",Edge Chromium 134.0.3124.72,,,20-03-2025 11:27:24,20-03-2025 11:27:30,6.266s,PASSED
